date,price
2025-12-25 14:15:44.258379,0.1104
2025-12-26 14:15:44.258379,0.1028
2025-12-27 14:15:44.258379,0.1039
2025-12-28 14:15:44.258379,0.1131
2025-12-29 14:15:44.258379,0.1156
2025-12-30 14:15:44.258379,0.0973
2025-12-31 14:15:44.258379,0.1074
2026-01-01 14:15:44.258379,0.1062
2026-01-02 14:15:44.258379,0.1036
2026-01-03 14:15:44.258379,0.1091
2026-01-04 14:15:44.258379,0.1022
2026-01-05 14:15:44.258379,0.1061
2026-01-06 14:15:44.258379,0.1053
2026-01-07 14:15:44.258379,0.1007
2026-01-08 14:15:44.258379,0.1046
2026-01-09 14:15:44.258379,0.1063
2026-01-10 14:15:44.258379,0.1033
2026-01-11 14:15:44.258379,0.104
2026-01-12 14:15:44.258379,0.1003
2026-01-13 14:15:44.258379,0.1006
2026-01-14 14:15:44.258379,0.101
2026-01-15 14:15:44.258379,0.1102
2026-01-16 14:15:44.258379,0.0984
2026-01-17 14:15:44.258379,0.1061
2026-01-18 14:15:44.258379,0.1093
2026-01-19 14:15:44.258379,0.1033
2026-01-20 14:15:44.258379,0.1059
2026-01-21 14:15:44.258379,0.1164
2026-01-22 14:15:44.258379,0.1131
2026-01-23 14:15:44.258379,0.1005
2026-01-24 14:15:44.258379,0.108
2026-01-25 14:15:44.258379,0.0992
2026-01-26 14:15:44.258379,0.0935
2026-01-27 14:15:44.258379,0.1012
2026-01-28 14:15:44.258379,0.0936
2026-01-29 14:15:44.258379,0.1069
2026-01-30 14:15:44.258379,0.1058
2026-01-31 14:15:44.258379,0.1023
2026-02-01 14:15:44.258379,0.1029
2026-02-02 14:15:44.258379,0.1048
2026-02-03 14:15:44.258379,0.1088
2026-02-04 14:15:44.258379,0.0946
2026-02-05 14:15:44.258379,0.1043
2026-02-06 14:15:44.258379,0.0956
2026-02-07 14:15:44.258379,0.1011
2026-02-08 14:15:44.258379,0.101
2026-02-09 14:15:44.258379,0.0886
2026-02-10 14:15:44.258379,0.1022
2026-02-11 14:15:44.258379,0.101
2026-02-12 14:15:44.258379,0.098
2026-02-13 14:15:44.258379,0.0922
2026-02-14 14:15:44.258379,0.095
2026-02-15 14:15:44.258379,0.0907
2026-02-16 14:15:44.258379,0.1031
2026-02-17 14:15:44.258379,0.0943
2026-02-18 14:15:44.258379,0.1035
2026-02-19 14:15:44.258379,0.094
2026-02-20 14:15:44.258379,0.1034
2026-02-21 14:15:44.258379,0.0974
2026-02-22 14:15:44.258379,0.0988
2026-02-23 14:15:44.258379,0.0937
2026-02-24 14:15:44.258379,0.0969
2026-02-25 14:15:44.258379,0.0929
2026-02-26 14:15:44.258379,0.0894
2026-02-27 14:15:44.258379,0.0977
2026-02-28 14:15:44.258379,0.1005
2026-03-01 14:15:44.258379,0.0985
2026-03-02 14:15:44.258379,0.0972
2026-03-03 14:15:44.258379,0.1005
2026-03-04 14:15:44.258379,0.0956
2026-03-05 14:15:44.258379,0.0894
2026-03-06 14:15:44.258379,0.0932
2026-03-07 14:15:44.258379,0.0979
2026-03-08 14:15:44.258379,0.0988
2026-03-09 14:15:44.258379,0.0872
2026-03-10 14:15:44.258379,0.0963
2026-03-11 14:15:44.258379,0.0939
2026-03-12 14:15:44.258379,0.0939
2026-03-13 14:15:44.258379,0.0832
2026-03-14 14:15:44.258379,0.0952
2026-03-15 14:15:44.258379,0.0865
2026-03-16 14:15:44.258379,0.1032
2026-03-17 14:15:44.258379,0.0987
2026-03-18 14:15:44.258379,0.089
2026-03-19 14:15:44.258379,0.089
2026-03-20 14:15:44.258379,0.0875
2026-03-21 14:15:44.258379,0.092
2026-03-22 14:15:44.258379,0.0824
2026-03-23 14:15:44.258379,0.0913
2026-03-24 14:15:44.258379,0.0985
2026-03-25 14:15:44.258379,0.095
2026-03-26 14:15:44.258379,0.0956
2026-03-27 14:15:44.258379,0.098
2026-03-28 14:15:44.258379,0.0921
2026-03-29 14:15:44.258379,0.0948
2026-03-30 14:15:44.258379,0.0873
2026-03-31 14:15:44.258379,0.0883
2026-04-01 14:15:44.258379,0.0948
2026-04-02 14:15:44.258379,0.0893
2026-04-03 14:15:44.258379,0.0891
2026-04-04 14:15:44.258379,0.0958
2026-04-05 14:15:44.258379,0.0804
2026-04-06 14:15:44.258379,0.09
2026-04-07 14:15:44.258379,0.1035
2026-04-08 14:15:44.258379,0.0929
2026-04-09 14:15:44.258379,0.0914
2026-04-10 14:15:44.258379,0.0837
2026-04-11 14:15:44.258379,0.0862
2026-04-12 14:15:44.258379,0.0895
2026-04-13 14:15:44.258379,0.087
2026-04-14 14:15:44.258379,0.0864
2026-04-15 14:15:44.258379,0.0892
2026-04-16 14:15:44.258379,0.0971
2026-04-17 14:15:44.258379,0.0939
2026-04-18 14:15:44.258379,0.0878
2026-04-19 14:15:44.258379,0.0934
2026-04-20 14:15:44.258379,0.0968
2026-04-21 14:15:44.258379,0.088
2026-04-22 14:15:44.258379,0.0845
2026-04-23 14:15:44.258379,0.097
2026-04-24 14:15:44.258379,0.0985
2026-04-25 14:15:44.258379,0.0919
2026-04-26 14:15:44.258379,0.0997
2026-04-27 14:15:44.258379,0.0975
2026-04-28 14:15:44.258379,0.1013
2026-04-29 14:15:44.258379,0.0903
2026-04-30 14:15:44.258379,0.0898
2026-05-01 14:15:44.258379,0.0874
2026-05-02 14:15:44.258379,0.0966
2026-05-03 14:15:44.258379,0.0875
2026-05-04 14:15:44.258379,0.0894
2026-05-05 14:15:44.258379,0.0966
2026-05-06 14:15:44.258379,0.083
2026-05-07 14:15:44.258379,0.0914
2026-05-08 14:15:44.258379,0.0954
2026-05-09 14:15:44.258379,0.0943
2026-05-10 14:15:44.258379,0.0984
2026-05-11 14:15:44.258379,0.099
2026-05-12 14:15:44.258379,0.0958
2026-05-13 14:15:44.258379,0.0919
2026-05-14 14:15:44.258379,0.0956
2026-05-15 14:15:44.258379,0.0959
2026-05-16 14:15:44.258379,0.089
2026-05-17 14:15:44.258379,0.1049
2026-05-18 14:15:44.258379,0.0882
2026-05-19 14:15:44.258379,0.1015
2026-05-20 14:15:44.258379,0.1058
2026-05-21 14:15:44.258379,0.094
2026-05-22 14:15:44.258379,0.0995
2026-05-23 14:15:44.258379,0.0905
2026-05-24 14:15:44.258379,0.1041
2026-05-25 14:15:44.258379,0.0934
2026-05-26 14:15:44.258379,0.0993
2026-05-27 14:15:44.258379,0.0992
2026-05-28 14:15:44.258379,0.0942
2026-05-29 14:15:44.258379,0.1017
2026-05-30 14:15:44.258379,0.0984
2026-05-31 14:15:44.258379,0.1083
2026-06-01 14:15:44.258379,0.1055
2026-06-02 14:15:44.258379,0.0927
2026-06-03 14:15:44.258379,0.1045
2026-06-04 14:15:44.258379,0.0979
2026-06-05 14:15:44.258379,0.1041
2026-06-06 14:15:44.258379,0.0987
2026-06-07 14:15:44.258379,0.0982
2026-06-08 14:15:44.258379,0.0935
2026-06-09 14:15:44.258379,0.1064
2026-06-10 14:15:44.258379,0.1033
2026-06-11 14:15:44.258379,0.0995
2026-06-12 14:15:44.258379,0.0983
2026-06-13 14:15:44.258379,0.098
2026-06-14 14:15:44.258379,0.1018
2026-06-15 14:15:44.258379,0.1048
2026-06-16 14:15:44.258379,0.1083
2026-06-17 14:15:44.258379,0.1033
2026-06-18 14:15:44.258379,0.1024
2026-06-19 14:15:44.258379,0.1121
2026-06-20 14:15:44.258379,0.1001
2026-06-21 14:15:44.258379,0.1094
2026-06-22 14:15:44.258379,0.1136
2026-06-23 14:15:44.258379,0.1095
2026-06-24 14:15:44.258379,0.1076
2026-06-25 14:15:44.258379,0.102
2026-06-26 14:15:44.258379,0.109
2026-06-27 14:15:44.258379,0.1026
2026-06-28 14:15:44.258379,0.105
2026-06-29 14:15:44.258379,0.1097
2026-06-30 14:15:44.258379,0.0976
2026-07-01 14:15:44.258379,0.1072
2026-07-02 14:15:44.258379,0.1011
2026-07-03 14:15:44.258379,0.1043
2026-07-04 14:15:44.258379,0.1055
2026-07-05 14:15:44.258379,0.1162
2026-07-06 14:15:44.258379,0.1197
2026-07-07 14:15:44.258379,0.1067
