zone_id,date,volume,day_of_week
1,2025-10-18 14:15:44.265485,112.2,5
1,2025-10-19 14:15:44.265485,109.92,6
1,2025-10-20 14:15:44.265485,399.49,0
1,2025-10-21 14:15:44.265485,466.01,1
1,2025-10-22 14:15:44.265485,486.69,2
1,2025-10-23 14:15:44.265485,500.05,3
1,2025-10-24 14:15:44.265485,470.36,4
1,2025-10-25 14:15:44.265485,126.37,5
1,2025-10-26 14:15:44.265485,134.79,6
1,2025-10-27 14:15:44.265485,488.76,0
1,2025-10-28 14:15:44.265485,447.62,1
1,2025-10-29 14:15:44.265485,448.02,2
1,2025-10-30 14:15:44.265485,431.75,3
1,2025-10-31 14:15:44.265485,472.4,4
1,2025-11-01 14:15:44.265485,123.23,5
1,2025-11-02 14:15:44.265485,146.29,6
1,2025-11-03 14:15:44.265485,470.01,0
1,2025-11-04 14:15:44.265485,454.25,1
1,2025-11-05 14:15:44.265485,514.54,2
1,2025-11-06 14:15:44.265485,401.87,3
1,2025-11-07 14:15:44.265485,403.23,4
1,2025-11-08 14:15:44.265485,113.32,5
1,2025-11-09 14:15:44.265485,150.45,6
1,2025-11-10 14:15:44.265485,507.99,0
1,2025-11-11 14:15:44.265485,464.36,1
1,2025-11-12 14:15:44.265485,396.38,2
1,2025-11-13 14:15:44.265485,438.62,3
1,2025-11-14 14:15:44.265485,460.62,4
1,2025-11-15 14:15:44.265485,111.86,5
1,2025-11-16 14:15:44.265485,108.72,6
1,2025-11-17 14:15:44.265485,421.2,0
1,2025-11-18 14:15:44.265485,493.3,1
1,2025-11-19 14:15:44.265485,385.48,2
1,2025-11-20 14:15:44.265485,458.32,3
1,2025-11-21 14:15:44.265485,532.74,4
1,2025-11-22 14:15:44.265485,147.87,5
1,2025-11-23 14:15:44.265485,125.32,6
1,2025-11-24 14:15:44.265485,476.0,0
1,2025-11-25 14:15:44.265485,425.98,1
1,2025-11-26 14:15:44.265485,390.58,2
1,2025-11-27 14:15:44.265485,474.31,3
1,2025-11-28 14:15:44.265485,400.04,4
1,2025-11-29 14:15:44.265485,134.53,5
1,2025-11-30 14:15:44.265485,127.63,6
1,2025-12-01 14:15:44.265485,400.95,0
1,2025-12-02 14:15:44.265485,366.89,1
1,2025-12-03 14:15:44.265485,464.64,2
1,2025-12-04 14:15:44.265485,450.47,3
1,2025-12-05 14:15:44.265485,472.95,4
1,2025-12-06 14:15:44.265485,126.89,5
1,2025-12-07 14:15:44.265485,130.84,6
1,2025-12-08 14:15:44.265485,365.65,0
1,2025-12-09 14:15:44.265485,478.87,1
1,2025-12-10 14:15:44.265485,413.01,2
1,2025-12-11 14:15:44.265485,362.26,3
1,2025-12-12 14:15:44.265485,392.74,4
1,2025-12-13 14:15:44.265485,131.6,5
1,2025-12-14 14:15:44.265485,119.33,6
1,2025-12-15 14:15:44.265485,393.64,0
1,2025-12-16 14:15:44.265485,395.54,1
1,2025-12-17 14:15:44.265485,341.13,2
1,2025-12-18 14:15:44.265485,382.98,3
1,2025-12-19 14:15:44.265485,404.95,4
1,2025-12-20 14:15:44.265485,140.66,5
1,2025-12-21 14:15:44.265485,145.89,6
1,2025-12-22 14:15:44.265485,424.34,0
1,2025-12-23 14:15:44.265485,375.08,1
1,2025-12-24 14:15:44.265485,314.95,2
1,2025-12-25 14:15:44.265485,370.89,3
1,2025-12-26 14:15:44.265485,399.21,4
1,2025-12-27 14:15:44.265485,125.33,5
1,2025-12-28 14:15:44.265485,112.05,6
1,2025-12-29 14:15:44.265485,357.37,0
1,2025-12-30 14:15:44.265485,339.21,1
1,2025-12-31 14:15:44.265485,384.28,2
1,2026-01-01 14:15:44.265485,396.58,3
1,2026-01-02 14:15:44.265485,381.18,4
1,2026-01-03 14:15:44.265485,132.49,5
1,2026-01-04 14:15:44.265485,108.43,6
1,2026-01-05 14:15:44.265993,368.23,0
1,2026-01-06 14:15:44.265993,437.42,1
1,2026-01-07 14:15:44.265993,347.85,2
1,2026-01-08 14:15:44.265993,364.34,3
1,2026-01-09 14:15:44.265993,365.87,4
1,2026-01-10 14:15:44.265993,130.92,5
1,2026-01-11 14:15:44.265993,111.18,6
1,2026-01-12 14:15:44.265993,371.98,0
1,2026-01-13 14:15:44.265993,368.42,1
1,2026-01-14 14:15:44.265993,353.17,2
1,2026-01-15 14:15:44.265993,299.85,3
1,2026-01-16 14:15:44.265993,327.36,4
1,2026-01-17 14:15:44.265993,109.46,5
1,2026-01-18 14:15:44.265993,109.34,6
1,2026-01-19 14:15:44.265993,332.19,0
1,2026-01-20 14:15:44.265993,295.21,1
1,2026-01-21 14:15:44.265993,389.71,2
1,2026-01-22 14:15:44.265993,384.62,3
1,2026-01-23 14:15:44.265993,335.79,4
1,2026-01-24 14:15:44.265993,110.35,5
1,2026-01-25 14:15:44.265993,80.75,6
1,2026-01-26 14:15:44.265993,332.01,0
1,2026-01-27 14:15:44.265993,344.01,1
1,2026-01-28 14:15:44.265993,285.87,2
1,2026-01-29 14:15:44.265993,287.17,3
1,2026-01-30 14:15:44.265993,310.84,4
1,2026-01-31 14:15:44.265993,109.31,5
1,2026-02-01 14:15:44.265993,89.36,6
1,2026-02-02 14:15:44.265993,367.93,0
1,2026-02-03 14:15:44.265993,243.27,1
1,2026-02-04 14:15:44.265993,338.02,2
1,2026-02-05 14:15:44.265993,434.61,3
1,2026-02-06 14:15:44.265993,380.88,4
1,2026-02-07 14:15:44.265993,103.89,5
1,2026-02-08 14:15:44.265993,100.77,6
1,2026-02-09 14:15:44.265993,293.23,0
1,2026-02-10 14:15:44.265993,349.0,1
1,2026-02-11 14:15:44.265993,335.64,2
1,2026-02-12 14:15:44.265993,352.93,3
1,2026-02-13 14:15:44.265993,330.46,4
1,2026-02-14 14:15:44.265993,125.66,5
1,2026-02-15 14:15:44.265993,94.16,6
1,2026-02-16 14:15:44.265993,379.19,0
1,2026-02-17 14:15:44.265993,294.71,1
1,2026-02-18 14:15:44.265993,329.73,2
1,2026-02-19 14:15:44.265993,266.02,3
1,2026-02-20 14:15:44.265993,316.17,4
1,2026-02-21 14:15:44.265993,91.16,5
1,2026-02-22 14:15:44.265993,83.12,6
1,2026-02-23 14:15:44.265993,352.74,0
1,2026-02-24 14:15:44.265993,385.01,1
1,2026-02-25 14:15:44.265993,319.65,2
1,2026-02-26 14:15:44.265993,288.55,3
1,2026-02-27 14:15:44.265993,291.25,4
1,2026-02-28 14:15:44.265993,99.34,5
1,2026-03-01 14:15:44.265993,98.81,6
1,2026-03-02 14:15:44.265993,315.7,0
1,2026-03-03 14:15:44.265993,330.41,1
1,2026-03-04 14:15:44.265993,296.9,2
1,2026-03-05 14:15:44.265993,309.62,3
1,2026-03-06 14:15:44.265993,318.15,4
1,2026-03-07 14:15:44.265993,82.16,5
1,2026-03-08 14:15:44.265993,91.04,6
1,2026-03-09 14:15:44.265993,282.65,0
1,2026-03-10 14:15:44.265993,348.51,1
1,2026-03-11 14:15:44.265993,294.6,2
1,2026-03-12 14:15:44.265993,356.18,3
1,2026-03-13 14:15:44.265993,339.02,4
1,2026-03-14 14:15:44.265993,90.63,5
1,2026-03-15 14:15:44.265993,94.41,6
1,2026-03-16 14:15:44.265993,251.77,0
1,2026-03-17 14:15:44.265993,283.47,1
1,2026-03-18 14:15:44.265993,344.84,2
1,2026-03-19 14:15:44.265993,282.55,3
1,2026-03-20 14:15:44.265993,274.29,4
1,2026-03-21 14:15:44.265993,94.48,5
1,2026-03-22 14:15:44.265993,92.2,6
1,2026-03-23 14:15:44.265993,330.43,0
1,2026-03-24 14:15:44.265993,288.45,1
1,2026-03-25 14:15:44.265993,299.7,2
1,2026-03-26 14:15:44.265993,374.08,3
1,2026-03-27 14:15:44.265993,249.27,4
1,2026-03-28 14:15:44.265993,91.7,5
1,2026-03-29 14:15:44.265993,78.27,6
1,2026-03-30 14:15:44.265993,342.16,0
1,2026-03-31 14:15:44.265993,331.61,1
1,2026-04-01 14:15:44.265993,273.37,2
1,2026-04-02 14:15:44.265993,301.91,3
1,2026-04-03 14:15:44.265993,298.79,4
1,2026-04-04 14:15:44.265993,75.38,5
1,2026-04-05 14:15:44.265993,93.19,6
1,2026-04-06 14:15:44.265993,281.53,0
1,2026-04-07 14:15:44.265993,256.53,1
1,2026-04-08 14:15:44.265993,265.22,2
1,2026-04-09 14:15:44.265993,321.13,3
1,2026-04-10 14:15:44.265993,302.07,4
1,2026-04-11 14:15:44.265993,102.39,5
1,2026-04-12 14:15:44.265993,87.59,6
1,2026-04-13 14:15:44.265993,319.91,0
1,2026-04-14 14:15:44.265993,334.49,1
1,2026-04-15 14:15:44.265993,302.1,2
1,2026-04-16 14:15:44.265993,310.57,3
1,2026-04-17 14:15:44.265993,315.13,4
1,2026-04-18 14:15:44.265993,88.15,5
1,2026-04-19 14:15:44.265993,89.85,6
1,2026-04-20 14:15:44.265993,316.3,0
1,2026-04-21 14:15:44.265993,302.77,1
1,2026-04-22 14:15:44.265993,320.36,2
1,2026-04-23 14:15:44.265993,267.73,3
1,2026-04-24 14:15:44.265993,281.98,4
1,2026-04-25 14:15:44.265993,88.65,5
1,2026-04-26 14:15:44.265993,99.25,6
1,2026-04-27 14:15:44.265993,316.03,0
1,2026-04-28 14:15:44.265993,356.38,1
1,2026-04-29 14:15:44.265993,301.3,2
1,2026-04-30 14:15:44.265993,303.61,3
1,2026-05-01 14:15:44.265993,377.07,4
1,2026-05-02 14:15:44.265993,107.87,5
1,2026-05-03 14:15:44.265993,93.47,6
1,2026-05-04 14:15:44.265993,291.75,0
1,2026-05-05 14:15:44.265993,345.27,1
1,2026-05-06 14:15:44.265993,290.62,2
1,2026-05-07 14:15:44.265993,349.5,3
1,2026-05-08 14:15:44.265993,366.78,4
1,2026-05-09 14:15:44.265993,83.59,5
1,2026-05-10 14:15:44.265993,83.38,6
1,2026-05-11 14:15:44.265993,328.33,0
1,2026-05-12 14:15:44.265993,288.86,1
1,2026-05-13 14:15:44.265993,340.46,2
1,2026-05-14 14:15:44.265993,274.89,3
1,2026-05-15 14:15:44.265993,317.28,4
1,2026-05-16 14:15:44.265993,97.44,5
1,2026-05-17 14:15:44.265993,75.54,6
1,2026-05-18 14:15:44.265993,354.16,0
1,2026-05-19 14:15:44.265993,252.42,1
1,2026-05-20 14:15:44.265993,293.68,2
1,2026-05-21 14:15:44.265993,303.44,3
1,2026-05-22 14:15:44.265993,284.94,4
1,2026-05-23 14:15:44.265993,102.94,5
1,2026-05-24 14:15:44.265993,104.0,6
1,2026-05-25 14:15:44.265993,399.15,0
1,2026-05-26 14:15:44.265993,275.94,1
1,2026-05-27 14:15:44.265993,301.84,2
1,2026-05-28 14:15:44.265993,299.81,3
1,2026-05-29 14:15:44.265993,356.65,4
1,2026-05-30 14:15:44.265993,93.66,5
1,2026-05-31 14:15:44.265993,108.53,6
1,2026-06-01 14:15:44.265993,306.92,0
1,2026-06-02 14:15:44.265993,304.07,1
1,2026-06-03 14:15:44.265993,356.9,2
1,2026-06-04 14:15:44.265993,249.64,3
1,2026-06-05 14:15:44.265993,304.94,4
1,2026-06-06 14:15:44.265993,88.97,5
1,2026-06-07 14:15:44.265993,81.41,6
1,2026-06-08 14:15:44.265993,352.96,0
1,2026-06-09 14:15:44.265993,333.23,1
1,2026-06-10 14:15:44.265993,338.53,2
1,2026-06-11 14:15:44.265993,356.05,3
1,2026-06-12 14:15:44.265993,333.88,4
1,2026-06-13 14:15:44.265993,104.75,5
1,2026-06-14 14:15:44.265993,117.11,6
1,2026-06-15 14:15:44.265993,326.19,0
1,2026-06-16 14:15:44.265993,320.18,1
1,2026-06-17 14:15:44.265993,296.47,2
1,2026-06-18 14:15:44.265993,326.7,3
1,2026-06-19 14:15:44.265993,316.86,4
1,2026-06-20 14:15:44.265993,103.01,5
1,2026-06-21 14:15:44.265993,104.47,6
1,2026-06-22 14:15:44.265993,381.03,0
1,2026-06-23 14:15:44.265993,326.6,1
1,2026-06-24 14:15:44.265993,377.51,2
1,2026-06-25 14:15:44.265993,310.85,3
1,2026-06-26 14:15:44.265993,360.8,4
1,2026-06-27 14:15:44.265993,109.04,5
1,2026-06-28 14:15:44.265993,112.7,6
1,2026-06-29 14:15:44.265993,342.27,0
1,2026-06-30 14:15:44.265993,357.91,1
1,2026-07-01 14:15:44.265993,404.25,2
1,2026-07-02 14:15:44.265993,341.05,3
1,2026-07-03 14:15:44.265993,381.59,4
1,2026-07-04 14:15:44.265993,102.97,5
1,2026-07-05 14:15:44.265993,107.27,6
1,2026-07-06 14:15:44.265993,436.23,0
1,2026-07-07 14:15:44.265993,340.28,1
2,2025-07-08 14:15:44.268998,311.61,1
2,2025-07-09 14:15:44.268998,326.98,2
2,2025-07-10 14:15:44.268998,351.98,3
2,2025-07-11 14:15:44.268998,297.68,4
2,2025-07-12 14:15:44.268998,87.44,5
2,2025-07-13 14:15:44.268998,89.32,6
2,2025-07-14 14:15:44.268998,239.6,0
2,2025-07-15 14:15:44.268998,282.46,1
2,2025-07-16 14:15:44.268998,277.71,2
2,2025-07-17 14:15:44.268998,318.68,3
2,2025-07-18 14:15:44.268998,322.96,4
2,2025-07-19 14:15:44.268998,90.67,5
2,2025-07-20 14:15:44.268998,95.77,6
2,2025-07-21 14:15:44.268998,357.92,0
2,2025-07-22 14:15:44.268998,295.48,1
2,2025-07-23 14:15:44.268998,296.89,2
2,2025-07-24 14:15:44.268998,327.23,3
2,2025-07-25 14:15:44.268998,322.84,4
2,2025-07-26 14:15:44.268998,108.53,5
2,2025-07-27 14:15:44.268998,78.27,6
2,2025-07-28 14:15:44.268998,280.68,0
2,2025-07-29 14:15:44.268998,342.35,1
2,2025-07-30 14:15:44.268998,263.36,2
2,2025-07-31 14:15:44.268998,312.73,3
2,2025-08-01 14:15:44.268998,383.94,4
2,2025-08-02 14:15:44.268998,78.54,5
2,2025-08-03 14:15:44.268998,95.08,6
2,2025-08-04 14:15:44.268998,320.08,0
2,2025-08-05 14:15:44.268998,339.44,1
2,2025-08-06 14:15:44.268998,347.43,2
2,2025-08-07 14:15:44.268998,322.15,3
2,2025-08-08 14:15:44.268998,298.44,4
2,2025-08-09 14:15:44.268998,81.72,5
2,2025-08-10 14:15:44.268998,92.41,6
2,2025-08-11 14:15:44.268998,318.37,0
2,2025-08-12 14:15:44.268998,326.0,1
2,2025-08-13 14:15:44.268998,269.69,2
2,2025-08-14 14:15:44.268998,285.64,3
2,2025-08-15 14:15:44.268998,287.56,4
2,2025-08-16 14:15:44.268998,90.49,5
2,2025-08-17 14:15:44.268998,106.4,6
2,2025-08-18 14:15:44.268998,325.11,0
2,2025-08-19 14:15:44.268998,335.15,1
2,2025-08-20 14:15:44.268998,313.46,2
2,2025-08-21 14:15:44.268998,353.45,3
2,2025-08-22 14:15:44.268998,400.2,4
2,2025-08-23 14:15:44.268998,104.27,5
2,2025-08-24 14:15:44.268998,104.87,6
2,2025-08-25 14:15:44.268998,342.89,0
2,2025-08-26 14:15:44.268998,381.83,1
2,2025-08-27 14:15:44.268998,308.81,2
2,2025-08-28 14:15:44.268998,330.38,3
2,2025-08-29 14:15:44.268998,358.65,4
2,2025-08-30 14:15:44.268998,97.76,5
2,2025-08-31 14:15:44.268998,90.79,6
2,2025-09-01 14:15:44.268998,245.84,0
2,2025-09-02 14:15:44.268998,317.42,1
2,2025-09-03 14:15:44.268998,361.62,2
2,2025-09-04 14:15:44.268998,363.96,3
2,2025-09-05 14:15:44.268998,307.85,4
2,2025-09-06 14:15:44.268998,99.28,5
2,2025-09-07 14:15:44.268998,97.74,6
2,2025-09-08 14:15:44.268998,350.53,0
2,2025-09-09 14:15:44.268998,361.66,1
2,2025-09-10 14:15:44.268998,415.46,2
2,2025-09-11 14:15:44.268998,331.98,3
2,2025-09-12 14:15:44.268998,367.47,4
2,2025-09-13 14:15:44.268998,108.79,5
2,2025-09-14 14:15:44.268998,91.26,6
2,2025-09-15 14:15:44.268998,360.2,0
2,2025-09-16 14:15:44.268998,405.75,1
2,2025-09-17 14:15:44.268998,329.62,2
2,2025-09-18 14:15:44.268998,358.9,3
2,2025-09-19 14:15:44.268998,343.26,4
2,2025-09-20 14:15:44.268998,108.76,5
2,2025-09-21 14:15:44.268998,113.64,6
2,2025-09-22 14:15:44.268998,343.38,0
2,2025-09-23 14:15:44.268998,286.99,1
2,2025-09-24 14:15:44.268998,301.93,2
2,2025-09-25 14:15:44.268998,346.02,3
2,2025-09-26 14:15:44.268998,363.77,4
2,2025-09-27 14:15:44.268998,97.15,5
2,2025-09-28 14:15:44.268998,98.76,6
2,2025-09-29 14:15:44.268998,397.07,0
2,2025-09-30 14:15:44.268998,366.54,1
2,2025-10-01 14:15:44.268998,306.78,2
2,2025-10-02 14:15:44.268998,325.69,3
2,2025-10-03 14:15:44.268998,389.38,4
2,2025-10-04 14:15:44.268998,90.18,5
2,2025-10-05 14:15:44.268998,106.22,6
2,2025-10-06 14:15:44.268998,341.37,0
2,2025-10-07 14:15:44.268998,371.74,1
2,2025-10-08 14:15:44.268998,363.31,2
2,2025-10-09 14:15:44.268998,271.77,3
2,2025-10-10 14:15:44.268998,334.17,4
2,2025-10-11 14:15:44.268998,110.52,5
2,2025-10-12 14:15:44.268998,111.16,6
2,2025-10-13 14:15:44.268998,413.87,0
2,2025-10-14 14:15:44.268998,357.8,1
2,2025-10-15 14:15:44.268998,306.04,2
2,2025-10-16 14:15:44.268998,347.83,3
2,2025-10-17 14:15:44.268998,338.4,4
2,2025-10-18 14:15:44.268998,90.27,5
2,2025-10-19 14:15:44.268998,108.24,6
2,2025-10-20 14:15:44.268998,331.25,0
2,2025-10-21 14:15:44.268998,298.69,1
2,2025-10-22 14:15:44.268998,337.41,2
2,2025-10-23 14:15:44.268998,402.62,3
2,2025-10-24 14:15:44.268998,394.45,4
2,2025-10-25 14:15:44.268998,113.8,5
2,2025-10-26 14:15:44.268998,110.67,6
2,2025-10-27 14:15:44.268998,315.21,0
2,2025-10-28 14:15:44.268998,295.32,1
2,2025-10-29 14:15:44.268998,388.85,2
2,2025-10-30 14:15:44.268998,340.34,3
2,2025-10-31 14:15:44.268998,324.32,4
2,2025-11-01 14:15:44.268998,108.7,5
2,2025-11-02 14:15:44.268998,97.11,6
2,2025-11-03 14:15:44.268998,287.2,0
2,2025-11-04 14:15:44.268998,327.69,1
2,2025-11-05 14:15:44.268998,324.3,2
2,2025-11-06 14:15:44.268998,314.14,3
2,2025-11-07 14:15:44.268998,399.11,4
2,2025-11-08 14:15:44.268998,88.34,5
2,2025-11-09 14:15:44.268998,104.19,6
2,2025-11-10 14:15:44.268998,235.1,0
2,2025-11-11 14:15:44.268998,296.29,1
2,2025-11-12 14:15:44.268998,301.73,2
2,2025-11-13 14:15:44.268998,384.78,3
2,2025-11-14 14:15:44.268998,285.71,4
2,2025-11-15 14:15:44.268998,106.1,5
2,2025-11-16 14:15:44.268998,86.57,6
2,2025-11-17 14:15:44.268998,358.26,0
2,2025-11-18 14:15:44.268998,317.66,1
2,2025-11-19 14:15:44.268998,305.68,2
2,2025-11-20 14:15:44.268998,348.39,3
2,2025-11-21 14:15:44.268998,323.34,4
2,2025-11-22 14:15:44.268998,112.77,5
2,2025-11-23 14:15:44.268998,100.86,6
2,2025-11-24 14:15:44.268998,318.74,0
2,2025-11-25 14:15:44.268998,272.28,1
2,2025-11-26 14:15:44.268998,312.94,2
2,2025-11-27 14:15:44.268998,287.77,3
2,2025-11-28 14:15:44.268998,337.37,4
2,2025-11-29 14:15:44.268998,87.3,5
2,2025-11-30 14:15:44.268998,90.66,6
2,2025-12-01 14:15:44.268998,302.92,0
2,2025-12-02 14:15:44.268998,291.82,1
2,2025-12-03 14:15:44.268998,299.43,2
2,2025-12-04 14:15:44.268998,295.09,3
2,2025-12-05 14:15:44.268998,400.19,4
2,2025-12-06 14:15:44.268998,112.42,5
2,2025-12-07 14:15:44.268998,100.94,6
2,2025-12-08 14:15:44.268998,288.77,0
2,2025-12-09 14:15:44.268998,385.29,1
2,2025-12-10 14:15:44.268998,317.45,2
2,2025-12-11 14:15:44.268998,300.79,3
2,2025-12-12 14:15:44.268998,301.27,4
2,2025-12-13 14:15:44.268998,89.92,5
2,2025-12-14 14:15:44.268998,101.9,6
2,2025-12-15 14:15:44.268998,280.94,0
2,2025-12-16 14:15:44.268998,393.75,1
2,2025-12-17 14:15:44.268998,300.47,2
2,2025-12-18 14:15:44.268998,283.52,3
2,2025-12-19 14:15:44.268998,332.45,4
2,2025-12-20 14:15:44.268998,103.84,5
2,2025-12-21 14:15:44.268998,79.63,6
2,2025-12-22 14:15:44.268998,237.76,0
2,2025-12-23 14:15:44.268998,223.41,1
2,2025-12-24 14:15:44.268998,353.09,2
2,2025-12-25 14:15:44.268998,306.15,3
2,2025-12-26 14:15:44.268998,280.19,4
2,2025-12-27 14:15:44.268998,86.53,5
2,2025-12-28 14:15:44.268998,94.23,6
2,2025-12-29 14:15:44.268998,302.67,0
2,2025-12-30 14:15:44.268998,291.66,1
2,2025-12-31 14:15:44.268998,261.63,2
2,2026-01-01 14:15:44.268998,314.03,3
2,2026-01-02 14:15:44.268998,288.61,4
2,2026-01-03 14:15:44.268998,81.89,5
2,2026-01-04 14:15:44.268998,102.33,6
2,2026-01-05 14:15:44.268998,297.96,0
2,2026-01-06 14:15:44.268998,275.52,1
2,2026-01-07 14:15:44.268998,284.73,2
2,2026-01-08 14:15:44.268998,308.51,3
2,2026-01-09 14:15:44.268998,312.65,4
2,2026-01-10 14:15:44.268998,86.48,5
2,2026-01-11 14:15:44.268998,87.86,6
2,2026-01-12 14:15:44.268998,289.17,0
2,2026-01-13 14:15:44.268998,242.26,1
2,2026-01-14 14:15:44.268998,280.24,2
2,2026-01-15 14:15:44.268998,326.29,3
2,2026-01-16 14:15:44.268998,242.78,4
2,2026-01-17 14:15:44.268998,72.06,5
2,2026-01-18 14:15:44.268998,65.04,6
2,2026-01-19 14:15:44.268998,278.77,0
2,2026-01-20 14:15:44.268998,283.29,1
2,2026-01-21 14:15:44.268998,296.07,2
2,2026-01-22 14:15:44.268998,216.62,3
2,2026-01-23 14:15:44.268998,252.65,4
2,2026-01-24 14:15:44.268998,87.78,5
2,2026-01-25 14:15:44.268998,72.97,6
2,2026-01-26 14:15:44.268998,272.15,0
2,2026-01-27 14:15:44.268998,252.78,1
2,2026-01-28 14:15:44.268998,276.51,2
2,2026-01-29 14:15:44.268998,257.44,3
2,2026-01-30 14:15:44.268998,229.06,4
2,2026-01-31 14:15:44.268998,85.56,5
2,2026-02-01 14:15:44.268998,80.03,6
2,2026-02-02 14:15:44.268998,241.98,0
2,2026-02-03 14:15:44.268998,282.19,1
2,2026-02-04 14:15:44.268998,267.33,2
2,2026-02-05 14:15:44.268998,264.07,3
2,2026-02-06 14:15:44.268998,284.21,4
2,2026-02-07 14:15:44.268998,66.0,5
2,2026-02-08 14:15:44.268998,85.02,6
2,2026-02-09 14:15:44.268998,235.37,0
